Station Name,Date/Time (LST),Year,Month,Day,Time (LST),Temp,Dew Point,Rel_H,Wind Dir,Wind Spd,Solar Radiation,,,ta,rh,dpT,ws,gws,wd,rsds,,dta,dws,drh
OTTAWA INTL A,2024-08-03 9:00,2024,8,3,9:00,26.9,23.3,81,26,10,542.4917875,,,27.49273333,70.25121667,21.604,0.8,1.825,247.75,,,0.59273333,1.977777778,10.74878333
OTTAWA INTL A,2024-08-03 10:00,2024,8,3,10:00,28.7,21.9,66,25,7,663.782231,,,29.17775,64.94471667,21.92526667,0.858333333,1.85,198.0666667,,,0.47775,1.086111111,1.05528333
OTTAWA INTL A,2024-08-03 11:00,2024,8,3,11:00,29.7,22.9,66,26,7,775.5368757,,,30.60375,57.5589,21.27466667,1.033333333,2.158333333,243.8166667,,,0.90375,0.911111111,8.4411
OTTAWA INTL A,2024-08-03 12:00,2024,8,3,12:00,30.6,21.2,57,30,10,758.8507543,,,31.00878333,54.9649,20.9157,1.716666667,3.15,249.9333333,,,0.40878333,1.061111111,2.0351
OTTAWA INTL A,2024-08-03 13:00,2024,8,3,13:00,30.2,21.6,60,21,14,737.1804452,,,31.66046667,53.92193333,21.20221667,1.541666667,2.95,248.4666667,,,1.46046667,2.347222222,6.07806667
OTTAWA INTL A,2024-08-03 14:00,2024,8,3,14:00,31.3,21.9,57,22,16,583.2266785,,,31.78345,53.37875,21.15226667,1.475,2.841666667,237.05,,,0.48345,2.969444444,3.62125
OTTAWA INTL A,2024-08-03 15:00,2024,8,3,15:00,30.9,22.2,59,23,21,478.9118937,,,31.76976667,54.73593333,21.55298333,1.683333333,3.15,220.65,,,0.86976667,4.15,4.26406667
OTTAWA INTL A,2024-08-03 16:00,2024,8,3,16:00,29.4,23.7,71,20,21,431.1908733,,,31.89346667,54.87401667,21.70883333,1.933333333,3.55,224.5166667,,,2.49346667,3.9,16.12598333
OTTAWA INTL A,2024-08-03 17:00,2024,8,3,17:00,28.2,24.4,80,20,20,255.2027093,,,30.58908333,61.93558333,22.44341667,2.183333333,4.145,197.4166667,,,2.38908333,3.372222223,18.06441667
OTTAWA INTL A,2024-08-03 18:00,2024,8,3,18:00,27.7,24.2,81,22,18,154.9336828,,,29.28725,69.97878333,23.2637,2.2,4.125,195.3666667,,,1.58725,2.8,11.02121667
OTTAWA INTL A,2024-08-03 19:00,2024,8,3,19:00,25.7,20.4,72,35,18,16.35732027,,,24.33411667,83.39336667,21.26455,2.208333333,3.876666667,260.75,,,1.36588333,2.791666667,11.39336667
OTTAWA INTL A,2024-08-03 20:00,2024,8,3,20:00,21.4,21.4,100,16,8,16.79113862,,,21.66495,87.3789,19.49365,1.125,1.95,147.3166667,,,0.26495,1.097222222,12.6211
OTTAWA INTL A,2024-08-03 21:00,2024,8,3,21:00,21.8,21.8,100,16,13,1.762279733,,,21.39973333,90.76855,19.84903333,0.266666667,0.65,199.3833333,,,0.40026667,3.344444444,9.23145
OTTAWA INTL A,2024-08-03 22:00,2024,8,3,22:00,21.2,21.2,100,23,10,1.680811383,,,21.25421667,93.9667,20.26913333,0.083333333,0.375,220.7833333,,,0.05421667,2.694444445,6.0333
OTTAWA INTL A,2024-08-03 23:00,2024,8,3,23:00,22.1,22.1,100,22,7,1.481427217,,,21.0981,95.45538333,20.3694,0,0.125,290.6333333,,,1.0019,1.944444444,4.54461667
OTTAWA INTL A,2024-08-04 0:00,2024,8,4,0:00,21.8,21.8,100,30,8,1.668773083,,,20.98263333,95.84918333,20.32128333,0.008333333,0.1,248.1666667,,,0.81736667,2.213888889,4.15081667
OTTAWA INTL A,2024-08-04 1:00,2024,8,4,1:00,19.9,19.9,100,5,8,1.808976933,,,20.58896667,95.99693333,19.95438333,0.083333333,0.558333333,58.66666667,,,0.68896667,2.138888889,4.00306667
OTTAWA INTL A,2024-08-04 2:00,2024,8,4,2:00,19.5,19.5,100,3,6,1.6690077,,,20.05426667,96.83561667,19.56168333,0,0.008333333,67,,,0.55426667,1.666666667,3.16438333
OTTAWA INTL A,2024-08-04 3:00,2024,8,4,3:00,19.2,19.2,100,2.5,0,1.697277533,,,19.72431667,98.15845,19.45105,0,0.083333333,173.9833333,,,0.52431667,0,1.84155
OTTAWA INTL A,2024-08-04 4:00,2024,8,4,4:00,19,19,100,2,6,1.736661933,,,19.52451667,98.27818333,19.27103333,0,0.05,317.1333333,,,0.52451667,1.666666667,1.72181667
OTTAWA INTL A,2024-08-04 5:00,2024,8,4,5:00,18.8,18.8,100,6.333333333,0,3.514984117,,,19.21636667,98.68345,19.02908333,0,0.033333333,319,,,0.41636667,0,1.31655
OTTAWA INTL A,2024-08-04 6:00,2024,8,4,6:00,18.5,18.5,100,10.66666667,0,65.44349937,,,19.5899,97.84588333,19.26421667,0,0,319,,,1.0899,0,2.15411667
OTTAWA INTL A,2024-08-04 7:00,2024,8,4,7:00,20.6,20.6,100,15,6,198.8588768,,,21.22671667,92.65256667,20.01285,0.191666667,0.591666667,181.5,,,0.62671667,1.475,7.34743333
OTTAWA INTL A,2024-08-04 8:00,2024,8,4,8:00,21.4,21.4,100,25,3,387.6810492,,,22.4403,87.30163333,20.23393333,0.125,0.583333333,142.8166667,,,1.0403,0.708333333,12.69836667
OTTAWA INTL A,2024-08-04 9:00,2024,8,4,9:00,23.7,23.7,100,19,5,522.1471145,,,24.65981667,80.66285,21.13321667,0.466666667,1.125,253.4666667,,,0.95981667,0.922222222,19.33715
OTTAWA INTL A,2024-08-04 10:00,2024,8,4,10:00,26.4,21.9,76,15,4,684.6189165,,,26.70736667,74.23001667,21.75685,0.516666667,1.391666667,142.7833333,,,0.30736667,0.594444444,1.76998333
OTTAWA INTL A,2024-08-04 11:00,2024,8,4,11:00,28,21.5,67,22,11,707.345925,,,28.35025,68.5266,22.00116667,0.6,1.475,148.6166667,,,0.35025,2.455555556,1.5266
OTTAWA INTL A,2024-08-04 12:00,2024,8,4,12:00,29.7,21.6,61,24,10,818.467865,,,30.15331667,62.39945,22.12613333,0.758333333,1.7,273.9666667,,,0.45331667,2.019444445,1.39945
OTTAWA INTL A,2024-08-04 13:00,2024,8,4,13:00,29.8,20.7,57,27,10,824.0887672,,,30.72201667,49.2331,18.86505,1.525,2.875,241.7333333,,,0.92201667,1.252777778,7.7669
OTTAWA INTL A,2024-08-04 14:00,2024,8,4,14:00,31.6,17.4,42,24,20,774.9047135,,,31.17753333,47.42576667,18.68313333,2.166666667,3.883333333,250.1666667,,,0.42246667,3.388888889,5.42576667
OTTAWA INTL A,2024-08-04 15:00,2024,8,4,15:00,31.3,16.7,41,26,26,620.349146,,,30.95051667,47.82338333,18.61096667,2.233333333,3.65,272.7166667,,,0.34948333,4.988888889,6.82338333
OTTAWA INTL A,2024-08-04 16:00,2024,8,4,16:00,30.8,15.5,39,30,29,549.9831823,,,30.71381667,45.3279,17.52326667,3.258333333,5.158333333,274.25,,,0.08618333,4.797222223,6.3279
OTTAWA INTL A,2024-08-04 17:00,2024,8,4,17:00,29.9,16.7,44,29,27,348.6733825,,,30.11618333,45.30908333,16.97578333,3.133333333,4.993333333,281.55,,,0.21618333,4.366666667,1.30908333
OTTAWA INTL A,2024-08-04 18:00,2024,8,4,18:00,28.1,16.8,50,32,30,196.1465219,,,28.65736667,52.6696,18.04953333,2.308333333,3.858333333,301.9333333,,,0.55736667,6.025,2.6696
OTTAWA INTL A,2024-08-04 19:00,2024,8,4,19:00,26.5,17.2,56,33,21,63.94044075,,,27.04868333,57.86076667,18.05528333,1.591666667,2.808333333,306.45,,,0.54868333,4.241666666,1.86076667
OTTAWA INTL A,2024-08-04 20:00,2024,8,4,20:00,25.3,17.3,61,34,21,5.69238835,,,25.41263333,61.8071,17.57105,1.483333333,2.716666667,311.85,,,0.11263333,4.35,0.8071
OTTAWA INTL A,2024-08-04 21:00,2024,8,4,21:00,23.9,17,65,35,20,2.21298335,,,24.13475,65.19466667,17.21031667,1.225,2.316666667,316.1333333,,,0.23475,4.330555556,0.19466667
OTTAWA INTL A,2024-08-04 22:00,2024,8,4,22:00,22.7,15.8,65,35,15,2.206654767,,,22.79351667,66.53136667,16.25698333,1.241666667,2.283333333,314.9833333,,,0.09351667,2.925,1.53136667
OTTAWA INTL A,2024-08-04 23:00,2024,8,4,23:00,21,15.5,70,1,12,2.04649705,,,21.65711667,68.22356667,15.56483333,0.441666667,1.258333333,305.65,,,0.65711667,2.891666666,1.77643333
OTTAWA INTL A,2024-08-05 0:00,2024,8,5,0:00,19.9,15.4,75,4,7,1.804388933,,,20.20466667,73.77216667,15.38831667,0.016666667,0.216666667,286,,,0.30466667,1.927777777,1.22783333
OTTAWA INTL A,2024-08-05 1:00,2024,8,5,1:00,17.8,15.6,87,7,4,1.82445275,,,19.00475,79.01863333,15.30146667,0.008333333,0.083333333,115.6166667,,,1.20475,1.102777778,7.98136667
OTTAWA INTL A,2024-08-05 2:00,2024,8,5,2:00,17.8,15.3,85,2,7,1.780133617,,,18.59218333,83.10241667,15.68508333,0.05,0.408333333,268.2166667,,,0.79218333,1.894444444,1.89758333
OTTAWA INTL A,2024-08-05 3:00,2024,8,5,3:00,15.8,15.8,100,24,5,1.677216167,,,18.05133333,87.13411667,15.8988,0.133333333,0.541666667,281.1166667,,,2.25133333,1.255555556,12.86588333
OTTAWA INTL A,2024-08-05 4:00,2024,8,5,4:00,16.8,16.8,100,27,5,1.685204133,,,17.70823333,87.17093333,15.56756667,0.166666667,0.716666667,265.3666667,,,0.90823333,1.222222222,12.82906667
OTTAWA INTL A,2024-08-05 5:00,2024,8,5,5:00,17.1,17.1,100,28,4,2.096847567,,,17.50846667,86.29323333,15.21263333,0.183333333,0.633333333,270.0166667,,,0.40846667,0.927777778,13.70676667
OTTAWA INTL A,2024-08-05 6:00,2024,8,5,6:00,17.8,17.8,100,19,6,35.23727768,,,17.83185,86.09588333,15.49491667,0.341666667,1,279.65,,,0.03185,1.325,13.90411667
OTTAWA INTL A,2024-08-05 7:00,2024,8,5,7:00,19.1,18.7,98,29,6,45.66514323,,,18.28483333,85.8489,15.89476667,0.391666667,0.966666667,275.6333333,,,0.81516667,1.275,12.1511
OTTAWA INTL A,2024-08-05 8:00,2024,8,5,8:00,18.9,18.9,100,19,5,89.30634232,,,19.17026667,84.16091667,16.4527,0.083333333,0.591666667,269.35,,,0.27026667,1.305555556,15.83908333
OTTAWA INTL A,2024-08-05 9:00,2024,8,5,9:00,18.5,18.5,100,15,9,146.732558,,,20.2187,81.45611667,16.96243333,0.35,0.991666667,126.8166667,,,1.7187,2.15,18.54388333
OTTAWA INTL A,2024-08-05 10:00,2024,8,5,10:00,18.5,17.9,96,14,10,79.086827,,,19.8912,83.19691667,16.9761,0.958333333,1.8,113.8833333,,,1.3912,1.819444445,12.80308333
OTTAWA INTL A,2024-08-05 11:00,2024,8,5,11:00,18.6,18.5,99,7,6,75.40690788,,,19.42296667,83.7428,16.61715,0.666666667,1.458333333,119.6666667,,,0.82296667,1,15.2572
OTTAWA INTL A,2024-08-05 12:00,2024,8,5,12:00,18.8,18.4,97,13,7,52.1140804,,,17.84658333,88.4695,15.9331,0.766666667,1.575,115.9,,,0.95341667,1.177777777,8.5305
OTTAWA INTL A,2024-08-05 13:00,2024,8,5,13:00,18.9,18.9,100,11,5,125.0757138,,,18.41631667,89.10645,16.60948333,0.491666667,1.316666667,77.28333333,,,0.48368333,0.897222222,10.89355
OTTAWA INTL A,2024-08-05 14:00,2024,8,5,14:00,19.1,18.9,99,7,12,81.87350063,,,18.4414,89.06286667,16.62576667,0.925,2.058333333,54.73333333,,,0.6586,2.408333333,9.93713333
OTTAWA INTL A,2024-08-05 15:00,2024,8,5,15:00,17.2,17.2,100,3,22,57.49248928,,,17.13378333,91.19581667,15.7051,1.316666667,2.733333333,96.55,,,0.06621667,4.794444444,8.80418333
OTTAWA INTL A,2024-08-05 16:00,2024,8,5,16:00,16,16,100,4,22,50.22979855,,,16.56968333,92.65113333,15.39358333,1.733333333,3.425,110.95,,,0.56968333,4.377777778,7.34886667
OTTAWA INTL A,2024-08-05 17:00,2024,8,5,17:00,15.4,15.4,100,3,19,67.03327183,,,15.6188,91.45468333,14.24866667,1.55,3.008333333,271.2833333,,,0.2188,3.727777778,8.54531667
OTTAWA INTL A,2024-08-05 18:00,2024,8,5,18:00,15.4,15.4,100,6,12,95.82787342,,,15.73681667,91.13866667,14.31263333,0.558333333,1.65,62.98333333,,,0.33681667,2.775,8.86133333
OTTAWA INTL A,2024-08-05 19:00,2024,8,5,19:00,15.1,15.1,100,5,15,59.17695017,,,15.92513333,89.39626667,14.20056667,0.325,1.308333333,57.53333333,,,0.82513333,3.841666667,10.60373333
OTTAWA INTL A,2024-08-05 20:00,2024,8,5,20:00,14.3,14.3,100,4,8,6.890957267,,,15.38538333,91.33295,13.99775,0.116666667,0.641666667,271.55,,,1.08538333,2.105555555,8.66705
OTTAWA INTL A,2024-08-05 21:00,2024,8,5,21:00,14.4,14.4,100,1,8,1.715698733,,,14.75625,95.11055,13.99785,0,0,338,,,0.35625,2.222222222,4.88945
OTTAWA INTL A,2024-08-05 22:00,2024,8,5,22:00,14.5,14.5,100,33,7,1.575459467,,,14.70403333,96.54165,14.17736667,0,0.041666667,338,,,0.20403333,1.944444444,3.45835
OTTAWA INTL A,2024-08-05 23:00,2024,8,5,23:00,14,14,100,32,8,1.509198883,,,14.63003333,96.58418333,14.11038333,0.008333333,0.275,330.2666667,,,0.63003333,2.213888889,3.41581667
OTTAWA INTL A,2024-08-06 0:00,2024,8,6,0:00,13,13,100,31,7,1.74506755,,,14.52496667,97.18108333,14.1006,0.016666667,0.266666667,270.7,,,1.52496667,1.927777777,2.81891667
OTTAWA INTL A,2024-08-06 1:00,2024,8,6,1:00,14.2,14.2,100,34,9,1.6424013,,,14.00693333,97.59338333,13.64885,0.166666667,0.716666667,296.7833333,,,0.19306667,2.333333333,2.40661667
OTTAWA INTL A,2024-08-06 2:00,2024,8,6,2:00,13.9,13.9,100,35,9,1.57913815,,,13.71531667,98.79226667,13.54506667,0.458333333,1.3,281.15,,,0.18468333,2.041666667,1.20773333
OTTAWA INTL A,2024-08-06 3:00,2024,8,6,3:00,13.8,13.8,100,1,6,1.5968632,,,13.87438333,99.3299,13.78805,0.058333333,0.6,277.4666667,,,0.07438333,1.608333334,0.6701
OTTAWA INTL A,2024-08-06 4:00,2024,8,6,4:00,14,14,100,35,11,1.572121983,,,13.7103,99.25018333,13.6114,0.008333333,0.158333333,284.4,,,0.2897,3.047222223,0.74981667
OTTAWA INTL A,2024-08-06 5:00,2024,8,6,5:00,13.3,13.3,100,25.5,0,2.476368083,,,13.81363333,99.23056667,13.71175,0,0,286,,,0.51363333,0,0.76943333
OTTAWA INTL A,2024-08-06 6:00,2024,8,6,6:00,13.4,13.4,100,16,7,43.31399833,,,14.037,98.04116667,13.74878333,0,0.008333333,285.1333333,,,0.637,1.944444444,1.95883333
OTTAWA INTL A,2024-08-06 7:00,2024,8,6,7:00,14,14,100,22,5,128.5966896,,,15.11551667,94.11638333,14.19175,0.025,0.25,225.9166667,,,1.11551667,1.363888889,5.88361667
OTTAWA INTL A,2024-08-06 8:00,2024,8,6,8:00,15,15,100,23,5,238.3867465,,,16.05601667,88.8385,14.22816667,0.033333333,0.508333333,269.1833333,,,1.05601667,1.355555556,11.1615
OTTAWA INTL A,2024-08-06 9:00,2024,8,6,9:00,17,15.6,91,36,7,412.7113385,,,17.91911667,81.0931,14.61711667,0.116666667,0.691666667,242.65,,,0.91911667,1.827777777,9.9069
OTTAWA INTL A,2024-08-06 10:00,2024,8,6,10:00,19,15.5,80,33,8,468.6029635,,,19.07945,74.8136,14.5155,0.558333333,1.45,302.2833333,,,0.07945,1.663888889,5.1864
OTTAWA INTL A,2024-08-06 11:00,2024,8,6,11:00,20.4,14.2,67,13,8,604.3720305,,,20.84776667,64.46201667,13.8869,0.433333333,1.291666667,179.1166667,,,0.44776667,1.788888889,2.53798333
OTTAWA INTL A,2024-08-06 12:00,2024,8,6,12:00,21.5,12.4,56,6,7,685.3755597,,,22.98073333,56.41446667,13.8517,0.45,1.291666667,142.2833333,,,1.48073333,1.494444444,0.41446667
OTTAWA INTL A,2024-08-06 13:00,2024,8,6,13:00,22.6,10.3,45,34,9,783.091731,,,23.4334,50.45061667,12.49243333,0.841666667,1.833333333,253.35,,,0.8334,1.658333333,5.45061667
OTTAWA INTL A,2024-08-06 14:00,2024,8,6,14:00,23.4,11.3,46,35,6,673.823254,,,24.54186667,45.35703333,11.94445,0.5,1.383333333,216.85,,,1.14186667,1.166666667,0.64296667
OTTAWA INTL A,2024-08-06 15:00,2024,8,6,15:00,23.4,8.5,38,35,7,446.9490903,,,24.06963333,48.93825,12.65805,0.675,1.658333333,265.7833333,,,0.66963333,1.269444444,10.93825
OTTAWA INTL A,2024-08-06 16:00,2024,8,6,16:00,22.8,11.3,48,35,12,401.2270712,,,24.01493333,46.68291667,11.90503333,0.925,1.983333333,260.5666667,,,1.21493333,2.408333333,1.31708333
OTTAWA INTL A,2024-08-06 17:00,2024,8,6,17:00,22.3,7.8,39,34,14,276.4424925,,,23.28386667,44.45698333,10.50803333,0.808333333,1.891666667,308.35,,,0.98386667,3.080555556,5.45698333
OTTAWA INTL A,2024-08-06 18:00,2024,8,6,18:00,21.2,9.9,48,33,9,126.3924904,,,22.46215,47.41368333,10.72241667,0.333333333,1,305.6666667,,,1.26215,2.166666667,0.58631667
OTTAWA INTL A,2024-08-06 19:00,2024,8,6,19:00,21.1,9.9,48,30,8,48.40323228,,,21.52521667,53.63981667,11.72181667,0,0.091666667,279.5333333,,,0.42521667,2.222222222,5.63981667
OTTAWA INTL A,2024-08-06 20:00,2024,8,6,20:00,17.6,13.1,75,25,5,9.18879245,,,19.53916667,60.83013333,11.78148333,0,0,279,,,1.93916667,1.388888889,14.16986667
OTTAWA INTL A,2024-08-06 21:00,2024,8,6,21:00,15.7,13.8,88,21,4,2.380641383,,,18.02025,66.62916667,11.71413333,0,0,279,,,2.32025,1.111111111,21.37083333
OTTAWA INTL A,2024-08-06 22:00,2024,8,6,22:00,15.2,13.9,92,22,4,2.079091417,,,16.5754,77.1496,12.56658333,0,0,279,,,1.3754,1.111111111,14.8504
OTTAWA INTL A,2024-08-06 23:00,2024,8,6,23:00,16.4,13.6,83,20,0,1.876758033,,,16.55971667,80.99408333,13.30303333,0,0,279,,,0.15971667,0,2.00591667
OTTAWA INTL A,2024-08-07 0:00,2024,8,7,0:00,12.5,12.5,100,18,3,1.808900167,,,16.20898333,87.1786,14.08725,0.008333333,0.125,279,,,3.70898333,0.825,12.8214
OTTAWA INTL A,2024-08-07 1:00,2024,8,7,1:00,14.8,14.4,98,31,8,1.916295933,,,15.76218333,88.53331667,13.88435,0.05,0.458333333,285.4333333,,,0.96218333,2.172222222,9.46668333
OTTAWA INTL A,2024-08-07 2:00,2024,8,7,2:00,14.9,13.5,91,34,12,1.796556567,,,15.36713333,84.4648,12.77838333,0.141666667,0.625,279.3166667,,,0.46713333,3.191666666,6.5352
OTTAWA INTL A,2024-08-07 3:00,2024,8,7,3:00,14.8,13.8,94,36,15,1.48488135,,,15.26956667,82.65051667,12.35211667,0.616666667,1.691666667,311.2166667,,,0.46956667,3.55,11.34948333
OTTAWA INTL A,2024-08-07 4:00,2024,8,7,4:00,14.2,13,92,1,15,1.662502567,,,15.10336667,82.8436,12.22473333,0.483333333,1.333333333,306.0166667,,,0.90336667,3.683333334,9.1564
OTTAWA INTL A,2024-08-07 5:00,2024,8,7,5:00,13.7,12.1,90,36,14,3.821932,,,14.65686667,82.74696667,11.77008333,0.308333333,1.216666667,302.65,,,0.95686667,3.580555556,7.25303333
OTTAWA INTL A,2024-08-07 6:00,2024,8,7,6:00,14.8,12.3,85,1,9,66.13694282,,,14.34736667,84.23673333,11.73693333,0.283333333,1.066666667,272.2666667,,,0.45263333,2.216666667,0.76326667
OTTAWA INTL A,2024-08-07 7:00,2024,8,7,7:00,17.2,12,71,34,13,199.3036215,,,15.90445,78.81233333,12.232,0.583333333,1.5,277.0166667,,,1.29555,3.027777778,7.81233333
OTTAWA INTL A,2024-08-07 8:00,2024,8,7,8:00,19,10.9,59,35,10,409.6091405,,,18.50106667,67.49075,12.36845,0.941666667,1.933333333,312.7333333,,,0.49893333,1.836111111,8.49075
OTTAWA INTL A,2024-08-07 9:00,2024,8,7,9:00,20.8,10.9,53,4,12,581.2178053,,,21.5148,55.95021667,12.33278333,0.5,1.508333333,212.4,,,0.7148,2.833333333,2.95021667
OTTAWA INTL A,2024-08-07 10:00,2024,8,7,10:00,22,9.9,46,3,11,728.4695843,,,23.04836667,49.65721667,11.94553333,0.883333333,2.033333333,161.5833333,,,1.04836667,2.172222223,3.65721667
OTTAWA INTL A,2024-08-07 11:00,2024,8,7,11:00,22.4,7.6,38,7,9,831.9282352,,,23.90698333,43.5741,10.7465,1.05,2.175,259.9166667,,,1.50698333,1.45,5.5741
OTTAWA INTL A,2024-08-07 12:00,2024,8,7,12:00,23.5,9.6,41,7,9,899.528149,,,25.27933333,36.36058333,9.270883333,1.133333333,2.35,174.4,,,1.77933333,1.366666667,4.63941667
OTTAWA INTL A,2024-08-07 13:00,2024,8,7,13:00,23.9,7.2,34,34,5,898.399551,,,25.17133333,37.94206667,9.818633333,1.291666667,2.483333333,251.1,,,1.27133333,0.097222222,3.94206667
OTTAWA INTL A,2024-08-07 14:00,2024,8,7,14:00,24.6,8.7,36,6,12,832.5111558,,,25.84728333,37.43153333,10.20128333,0.875,1.975,253.3166667,,,1.24728333,2.458333333,1.43153333
OTTAWA INTL A,2024-08-07 15:00,2024,8,7,15:00,24.8,9.5,37,7.5,0,738.0622497,,,25.91198333,36.27663333,9.796733333,1.166666667,2.275,240.0666667,,,1.11198333,1.166666667,0.72336667
OTTAWA INTL A,2024-08-07 16:00,2024,8,7,16:00,24.4,9.1,37,9,5,592.1474962,,,26.34381667,35.20391667,9.735633333,0.75,1.758333333,226.6666667,,,1.94381667,0.638888889,1.79608333
OTTAWA INTL A,2024-08-07 17:00,2024,8,7,17:00,24.3,10.7,42,11,10,423.5507167,,,26.43428333,34.90285,9.689816667,1.216666667,2.333333333,138.3,,,2.13428333,1.561111111,7.09715
OTTAWA INTL A,2024-08-07 18:00,2024,8,7,18:00,23,11.6,48,12,12,246.8772348,,,25.97923333,35.3272,9.47915,0.616666667,1.5,86.26666667,,,2.97923333,2.716666666,12.6728
OTTAWA INTL A,2024-08-07 19:00,2024,8,7,19:00,20.7,11.7,56,10,7,75.26491017,,,25.05768333,36.00011667,8.932133333,0.241666667,0.933333333,60.4,,,4.35768333,1.702777777,19.99988333
OTTAWA INTL A,2024-08-07 20:00,2024,8,7,20:00,18.7,11.2,61,11,8,6.54682,,,21.81836667,49.60896667,10.80955,0.316666667,1.025,109.9166667,,,3.11836667,1.905555555,11.39103333
OTTAWA INTL A,2024-08-07 21:00,2024,8,7,21:00,16.2,11.4,73,12,6,1.93197105,,,19.94913333,57.31368333,11.26731667,0.091666667,0.441666667,78.2,,,3.74913333,1.575,15.68631667
OTTAWA INTL A,2024-08-07 22:00,2024,8,7,22:00,14.3,11.6,84,6,8,2.28368045,,,18.2687,68.8095,12.39088333,0.058333333,0.341666667,60.16666667,,,3.9687,2.163888889,15.1905
OTTAWA INTL A,2024-08-07 23:00,2024,8,7,23:00,15.1,11.3,78,6,7,2.177304867,,,16.539,77.94176667,12.69408333,0.066666667,0.333333333,233.45,,,1.439,1.877777777,0.05823333
OTTAWA INTL A,2024-08-08 0:00,2024,8,8,0:00,14.6,11.1,79,6,8,1.942073433,,,15.71178333,79.49065,12.18688333,0.133333333,0.416666667,255.1666667,,,1.11178333,2.088888889,0.49065
OTTAWA INTL A,2024-08-08 1:00,2024,8,8,1:00,13.2,11,86,7,9,1.627631817,,,14.58108333,84.42951667,11.99986667,0,0.066666667,238.7833333,,,1.38108333,2.5,1.57048333
OTTAWA INTL A,2024-08-08 2:00,2024,8,8,2:00,12.9,11.4,90,4,9,1.7714768,,,14.23008333,87.98365,12.28105,0.1,0.383333333,193.8,,,1.33008333,2.4,2.01635
OTTAWA INTL A,2024-08-08 3:00,2024,8,8,3:00,12.1,12.1,100,4,15,1.616571883,,,13.91365,89.08841667,12.161,0.283333333,0.908333333,292.15,,,1.81365,3.883333334,10.91158333
OTTAWA INTL A,2024-08-08 4:00,2024,8,8,4:00,12.2,12.2,100,5,15,1.3907828,,,13.91648333,87.58185,11.90423333,0.775,1.683333333,41.61666667,,,1.71648333,3.391666667,12.41815
OTTAWA INTL A,2024-08-08 5:00,2024,8,8,5:00,12.3,12.3,100,5,11,2.59741165,,,13.95721667,87.08403333,11.85791667,1.058333333,2.008333333,50.9,,,1.65721667,1.997222223,12.91596667
OTTAWA INTL A,2024-08-08 6:00,2024,8,8,6:00,14.1,13.8,98,7,10,54.96239543,,,14.52243333,85.93065,12.20616667,0.808333333,1.75,48.78333333,,,0.42243333,1.969444445,12.06935
OTTAWA INTL A,2024-08-08 7:00,2024,8,8,7:00,15.6,14.5,93,6,12,183.5659375,,,16.74551667,78.20891667,12.94553333,0.908333333,1.933333333,62.3,,,1.14551667,2.425,14.79108333
OTTAWA INTL A,2024-08-08 8:00,2024,8,8,8:00,17.9,14.1,78,6,10,333.7003707,,,19.1098,69.37753333,13.35235,0.9,1.916666667,62.93333333,,,1.2098,1.877777778,8.62246667
OTTAWA INTL A,2024-08-08 9:00,2024,8,8,9:00,19.2,14.4,73,9,10,393.0313427,,,20.4703,64.50885,13.5643,1.108333333,2.208333333,78.66666667,,,1.2703,1.669444445,8.49115
OTTAWA INTL A,2024-08-08 10:00,2024,8,8,10:00,21.7,14.3,62,7,12,624.5662107,,,22.71086667,56.99715,13.75533333,1.325,2.45,77.1,,,1.01086667,2.008333333,5.00285
OTTAWA INTL A,2024-08-08 11:00,2024,8,8,11:00,22.9,15.5,63,8,15,634.3591578,,,23.83336667,54.76423333,14.18653333,1.733333333,2.925,97.03333333,,,0.93336667,2.433333334,8.23576667
OTTAWA INTL A,2024-08-08 12:00,2024,8,8,12:00,24.2,14.9,56,9,22,522.7893147,,,24.13001667,56.73593333,15.02198333,1.616666667,2.808333333,96.95,,,0.06998333,4.494444444,0.73593333
OTTAWA INTL A,2024-08-08 13:00,2024,8,8,13:00,25.5,15.8,54,9,21,736.9639477,,,25.46336667,54.75475,15.70556667,2.233333333,3.95,81.71666667,,,0.03663333,3.6,0.75475
OTTAWA INTL A,2024-08-08 14:00,2024,8,8,14:00,25.2,15.5,55,9,20,586.8488552,,,25.6861,55.52126667,16.1297,2.416666667,4.066666667,83.06666667,,,0.4861,3.138888889,0.52126667
OTTAWA INTL A,2024-08-08 15:00,2024,8,8,15:00,24.6,16.2,59,11,19,324.5284342,,,25.28895,56.84498333,16.13231667,2.391666667,4.016666667,91.51666667,,,0.68895,2.886111111,2.15501667
OTTAWA INTL A,2024-08-08 16:00,2024,8,8,16:00,24.3,17.1,64,10,17,148.4226588,,,24.48856667,61.34258333,16.58165,1.733333333,2.95,91.63333333,,,0.18856667,2.988888889,2.65741667
OTTAWA INTL A,2024-08-08 17:00,2024,8,8,17:00,21.9,17.6,77,17,19,159.9030706,,,24.70338333,59.76555,16.37348333,1.991666667,3.583333333,94.78333333,,,2.80338333,3.286111111,17.23445
OTTAWA INTL A,2024-08-08 18:00,2024,8,8,18:00,21,17.6,81,16,14,58.33086852,,,22.62906667,69.39875,16.73945,2.666666667,4.291666667,127.7666667,,,1.62906667,1.222222222,11.60125
OTTAWA INTL A,2024-08-08 19:00,2024,8,8,19:00,20.2,19.3,95,14,18,14.3615371,,,21.22313333,76.9759,17.03963333,2.108333333,3.441666667,124.2833333,,,1.02313333,2.891666667,18.0241
